model,K,topN,w_rel,w_div,w_novel,w_tail,cold_boost,hist_ref,val_Recall,val_NDCG,val_Coverage,val_LongTailShare,val_Novelty,seconds_val
MMGCN-Rerank,10,200,0.85,0.08,0.03,0.04000000000000002,2.0,50,0.0716887417218543,0.03508755051189615,0.3445763626551538,0.015678807947019868,9.454619231388499,38.26589846611023
MMGCN-Rerank,10,200,0.85,0.08,0.05,0.020000000000000018,2.0,50,0.07235099337748345,0.03539468005117313,0.34133837021046953,0.013874172185430463,9.466637866143513,39.75424075126648
MMGCN-Rerank,10,200,0.9,0.0,0.0,0.09999999999999998,2.0,50,0.07201986754966887,0.03486639508314543,0.35644900161899623,0.025248344370860928,9.452086548596705,37.14639449119568
MMGCN-Rerank,10,200,0.9,0.0,0.03,0.06999999999999998,2.0,50,0.07185430463576159,0.03492518422401621,0.3532110091743119,0.020910596026490067,9.464532863610199,41.10968852043152
MMGCN-Rerank,10,200,0.9,0.0,0.05,0.049999999999999975,2.0,50,0.07201986754966887,0.035214745620102635,0.3513221802482461,0.018228476821192052,9.473456327053876,42.953670263290405
MMGCN-Rerank,10,200,0.9,0.0,0.08,0.019999999999999976,2.0,50,0.07218543046357616,0.03543210350309072,0.35051268213707504,0.015049668874172185,9.490508768564508,39.27118539810181
MMGCN-Rerank,10,200,0.9,0.03,0.0,0.06999999999999998,2.0,50,0.07135761589403973,0.03484307991283416,0.346195358877496,0.01870860927152318,9.437764709816848,39.73659372329712
MMGCN-Rerank,10,200,0.9,0.03,0.03,0.03999999999999998,2.0,50,0.0716887417218543,0.034893840513536015,0.3440366972477064,0.015364238410596026,9.451993333414775,38.53023076057434
MMGCN-Rerank,10,200,0.9,0.03,0.05,0.019999999999999976,2.0,50,0.07218543046357616,0.035217300537182555,0.3402590393955747,0.013708609271523179,9.463938406126847,36.91447377204895
MMGCN-Rerank,10,200,0.9,0.05,0.0,0.049999999999999975,2.0,50,0.07086092715231788,0.03470455110406358,0.3394495412844037,0.015298013245033113,9.430361861290635,38.350285053253174
MMGCN-Rerank,10,200,0.9,0.05,0.03,0.019999999999999976,2.0,50,0.07185430463576159,0.03505551945161829,0.3348623853211009,0.012880794701986754,9.44710717087168,36.86001443862915
MMGCN-Rerank,10,200,0.9,0.08,0.0,0.019999999999999976,2.0,50,0.0706953642384106,0.03464778862027653,0.3291958985429034,0.011655629139072848,9.42305703233118,37.10354542732239
MMGCN-Rerank,10,200,0.95,0.0,0.0,0.050000000000000044,2.0,50,0.07201986754966887,0.03490982473717629,0.3402590393955747,0.014900662251655629,9.430688647952163,41.338401079177856
MMGCN-Rerank,10,200,0.95,0.0,0.03,0.020000000000000046,2.0,50,0.07185430463576159,0.03499085291713219,0.3340528872099298,0.012897350993377483,9.446438592301478,39.40062856674194
MMGCN-Rerank,10,200,0.95,0.0,0.05,4.163336342344337e-17,2.0,50,0.07185430463576159,0.035217203302254634,0.3332433890987588,0.01142384105960265,9.457415976547626,39.20469307899475
MMGCN-Rerank,10,200,0.95,0.03,0.0,0.020000000000000046,2.0,50,0.07135761589403973,0.03488268460813428,0.32757690232056125,0.011721854304635761,9.423546791255681,38.78410196304321
MMGCN-Rerank,10,200,0.95,0.05,0.0,4.163336342344337e-17,2.0,50,0.0706953642384106,0.034694824067858024,0.3240690771721533,0.01021523178807947,9.419811957958377,37.27171874046326
